epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1190.23,1.51036,3.83429,1.72991,0.35082,0.17628,0.07565,0.03482,1.78009,5.20536,2.28869,0.000299435,0.000299435,0.000299435
